Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Card_Type,Card_Age,Authentication_Method,Risk_Score,Is_Weekend,Transaction_Month,Transaction_Day,Transaction_Hour,Transaction_DayOfWeek,Failed_Transaction_Rate,Transaction_Ratio
POS,77954.48,Tablet,New York,Groceries,Discover,45.0,OTP,0.1761,1,6,18,20,6,0.25,0.11738351254480285
Bank Transfer,79393.62,Laptop,Mumbai,Clothing,Mastercard,168.0,PIN,0.9527,1,11,19,20,6,0.09090909090909091,0.0678133922814774
Bank Transfer,84738.32,Mobile,New York,Electronics,Visa,182.0,Biometric,0.3073,0,2,15,5,2,0.25,0.6267038922647398
ATM Withdrawal,35776.4,Laptop,New York,Clothing,Visa,22.0,OTP,0.3992,0,7,26,10,2,0.0,0.9691658552418047
POS,60551.52,Laptop,New York,Groceries,Discover,227.0,Password,0.3024,1,2,26,7,6,0.8,0.24459171237050578
POS,17015.18,Mobile,New York,Travel,Visa,168.0,Password,0.5509,0,10,31,20,1,0.3076923076923077,0.14309918490704276
Online,38509.55,Mobile,Mumbai,Electronics,Amex,51.0,PIN,0.6997,0,4,5,15,2,1.5,0.23178249302446305
POS,36166.99,Mobile,Tokyo,Electronics,Visa,211.0,PIN,0.8796,1,1,8,20,6,0.42857142857142855,0.01504924651807745
POS,46498.39,Tablet,Mumbai,Electronics,Visa,232.0,Biometric,0.417,0,11,21,13,1,0.0,0.1175621929345707
POS,50219.11,Tablet,London,Electronics,Mastercard,88.0,PIN,0.3328,1,10,8,8,6,0.16666666666666666,0.6745434215430488
Bank Transfer,47062.73,Laptop,New York,Travel,Mastercard,189.0,Password,0.8051,0,9,4,16,0,0.2,0.7750633316833124
Bank Transfer,53301.08,Tablet,New York,Travel,Discover,153.0,Password,0.2668,0,7,12,0,2,0.3,0.10224961353836141
Bank Transfer,94448.8,Mobile,New York,Restaurants,Visa,15.0,PIN,0.5894,0,10,16,12,0,0.0,0.9007922838442989
POS,24303.72,Mobile,Mumbai,Groceries,Discover,24.0,Password,0.5897,0,7,6,4,3,0.3333333333333333,0.23089495538475133
POS,45447.23,Tablet,Sydney,Clothing,Visa,96.0,Biometric,0.0022,0,11,29,15,2,0.2,0.6911374826410807
POS,89325.15,Tablet,Sydney,Electronics,Mastercard,23.0,Password,0.036,0,4,28,23,4,1.0,0.1414727836221572
Bank Transfer,85202.12,Mobile,New York,Electronics,Discover,47.0,Biometric,0.6693,0,5,22,7,0,0.4444444444444444,0.08433930601418287
Bank Transfer,6979.6,Tablet,Sydney,Restaurants,Amex,42.0,OTP,0.835,1,10,8,22,6,0.2857142857142857,0.003155569580309246
Bank Transfer,80927.82,Tablet,Mumbai,Clothing,Amex,18.0,Password,0.4553,0,6,9,3,4,0.2727272727272727,0.2315804515575879
Online,44851.14,Tablet,London,Groceries,Visa,22.0,Biometric,0.7773,0,8,7,19,0,0.3,0.620079365079365
Online,33547.58,Mobile,Mumbai,Travel,Mastercard,157.0,Password,0.3592,0,2,1,10,2,1.5,0.06892935648456248
Bank Transfer,59452.7,Mobile,Mumbai,Clothing,Amex,28.0,Biometric,0.4279,0,6,28,13,2,0.2222222222222222,0.31697485975483064
POS,53431.7,Laptop,London,Travel,Amex,90.0,Password,0.0065,0,9,21,0,3,1.0,0.6148851704819501
POS,19083.44,Laptop,Tokyo,Clothing,Mastercard,77.0,PIN,0.6384,0,12,20,0,2,0.3333333333333333,0.07339449541284403
POS,82886.17,Tablet,New York,Groceries,Visa,201.0,PIN,0.2011,0,6,22,23,3,0.2,1.086658950228977
Online,87644.75,Laptop,Sydney,Clothing,Discover,106.0,Biometric,0.151,0,2,17,2,4,0.3333333333333333,0.04564248939632406
POS,62176.63,Laptop,Tokyo,Clothing,Amex,178.0,Password,0.7739,0,4,7,16,4,1.0,0.37997277853392963
Online,70839.36,Laptop,Sydney,Electronics,Mastercard,47.0,Biometric,0.2398,0,2,24,7,4,0.3333333333333333,0.5092578803673369
POS,82696.26,Tablet,New York,Clothing,Discover,94.0,Password,0.9674,0,2,3,1,4,0.0,3.3738030095759237
Online,1335.59,Mobile,London,Restaurants,Amex,161.0,Password,0.794,1,2,4,2,5,0.09090909090909091,0.4672646287143816
Online,64497.63,Mobile,Mumbai,Restaurants,Visa,239.0,Password,0.7618,1,10,28,15,5,1.0,0.08355057351407717
Online,83869.33,Mobile,Tokyo,Travel,Mastercard,177.0,Biometric,0.8031,0,4,24,8,0,1.3333333333333333,0.026984203197772123
Online,18686.88,Tablet,Tokyo,Clothing,Mastercard,45.0,OTP,0.3307,0,4,19,9,2,0.4,0.2547650709219858
POS,31478.67,Laptop,New York,Clothing,Mastercard,138.0,OTP,0.0601,0,6,2,3,4,0.07692307692307693,0.017144236960721183
POS,1653.19,Laptop,London,Groceries,Visa,87.0,Password,0.4209,1,3,12,19,6,0.75,0.27013468564261955
Bank Transfer,94658.35,Mobile,Sydney,Electronics,Mastercard,118.0,OTP,0.5658,0,8,11,11,5,0.3333333333333333,0.5411128691983123
Online,83204.38,Laptop,Sydney,Restaurants,Discover,167.0,OTP,0.2588,0,2,21,4,1,0.0,3.4365558912386707
Online,8489.99,Tablet,Sydney,Travel,Amex,76.0,Password,0.5567,0,2,8,5,2,0.42857142857142855,0.09263818489017621
ATM Withdrawal,59640.69,Laptop,New York,Travel,Amex,204.0,Password,0.6789,0,3,17,21,4,0.3333333333333333,0.14932272629542034
POS,1180.5,Tablet,Sydney,Electronics,Mastercard,166.0,PIN,0.1633,0,8,9,1,2,0.0,7.987930263746088
ATM Withdrawal,26685.4,Laptop,New York,Clothing,Visa,24.0,Password,0.5015,0,3,17,23,4,0.5,0.06553731440905226
Online,63877.25,Tablet,Tokyo,Travel,Visa,238.0,OTP,0.317,0,4,28,0,4,0.0,1.126422188583427
Online,97768.14,Laptop,Sydney,Groceries,Amex,29.0,OTP,0.3073,1,8,5,1,5,0.4,0.41624676242053216
ATM Withdrawal,31318.07,Laptop,Mumbai,Clothing,Mastercard,10.0,Password,0.1743,1,11,4,17,5,0.0,0.2841867160189183
ATM Withdrawal,46822.68,Mobile,New York,Electronics,Amex,157.0,OTP,0.5752,1,2,11,23,5,0.1111111111111111,0.1858889127171349
POS,50085.99,Tablet,London,Clothing,Amex,101.0,OTP,0.7457,1,3,5,3,6,0.8,0.11387609567671965
Online,28904.78,Mobile,Sydney,Electronics,Visa,24.0,PIN,0.5758,1,9,30,23,5,0.1,2.459836808703536
Online,58534.71,Mobile,Tokyo,Clothing,Amex,30.0,PIN,0.1775,0,4,25,21,1,2.0,0.039313795568263046
ATM Withdrawal,31321.56,Laptop,Sydney,Restaurants,Mastercard,120.0,PIN,0.5386,0,10,3,4,1,0.23076923076923078,4.202751629254164
ATM Withdrawal,22884.18,Tablet,Sydney,Clothing,Discover,111.0,OTP,0.534,0,4,27,5,3,0.0,0.31063351243283766
POS,71419.3,Mobile,Tokyo,Groceries,Mastercard,207.0,PIN,0.3146,0,12,7,18,3,0.15384615384615385,2.4101033295063146
POS,70539.36,Mobile,Mumbai,Restaurants,Mastercard,31.0,Password,0.2903,0,11,2,20,3,2.0,0.21249864616051123
POS,63627.36,Tablet,Tokyo,Clothing,Discover,40.0,OTP,0.0779,0,8,10,19,3,0.0,0.16268198210231066
Bank Transfer,34986.01,Laptop,Tokyo,Groceries,Amex,141.0,PIN,0.744,0,4,28,16,4,0.5,0.24992283474288535
ATM Withdrawal,41140.4,Tablet,Mumbai,Travel,Discover,217.0,Biometric,0.282,0,11,7,9,1,0.2857142857142857,0.20746303684581086
Online,14577.76,Mobile,Sydney,Electronics,Discover,190.0,Password,0.2382,0,11,24,21,4,2.0,0.18858752137325244
ATM Withdrawal,6599.8,Tablet,Tokyo,Groceries,Amex,204.0,Password,0.1334,0,3,3,6,4,0.3333333333333333,0.031068902452460172
POS,73168.09,Tablet,Mumbai,Electronics,Amex,16.0,Password,0.4319,0,5,8,13,0,0.0,0.15567690088604985
POS,95277.42,Laptop,Tokyo,Restaurants,Visa,87.0,OTP,0.8968,0,7,24,11,0,0.125,0.04318137730358875
POS,11017.7,Laptop,London,Electronics,Discover,239.0,PIN,0.6621,0,4,17,20,0,0.25,0.3364860185265345
Online,94682.44,Laptop,Tokyo,Travel,Mastercard,19.0,OTP,0.763,0,1,17,4,1,0.15384615384615385,0.2793369440341375
POS,80060.0,Tablet,London,Clothing,Mastercard,199.0,Biometric,0.2856,0,5,1,10,0,0.14285714285714285,1.0996839015579136
Online,35422.58,Mobile,New York,Travel,Amex,9.0,Biometric,0.3267,0,8,28,15,0,0.125,0.15291191809928528
Bank Transfer,16034.68,Mobile,Mumbai,Clothing,Mastercard,175.0,Biometric,0.222,1,2,4,13,5,0.0,2.786998616874135
Bank Transfer,43765.88,Laptop,Tokyo,Electronics,Visa,41.0,OTP,0.6955,0,1,23,2,0,0.18181818181818182,1.6981670673076923
Online,68797.85,Laptop,Tokyo,Clothing,Amex,207.0,Password,0.8041,0,4,5,16,2,0.25,0.08909168382927349
Online,57661.22,Laptop,New York,Travel,Visa,13.0,PIN,0.5286,1,5,21,18,6,1.5,0.7664458116422148
POS,31454.86,Tablet,New York,Groceries,Amex,175.0,PIN,0.7841,0,8,4,17,4,4.0,0.7480528984370917
Online,83033.54,Laptop,Tokyo,Electronics,Mastercard,162.0,Biometric,0.3606,0,7,27,17,3,0.18181818181818182,0.145634012517577
POS,18258.28,Mobile,Mumbai,Groceries,Amex,2.0,Biometric,0.6928,0,2,23,4,3,0.4444444444444444,0.018038207200587804
Online,24327.51,Laptop,Tokyo,Travel,Visa,29.0,OTP,0.6192,0,12,20,6,2,0.07142857142857142,0.6969675474374889
Online,13292.71,Tablet,Tokyo,Electronics,Visa,200.0,OTP,0.8769,1,4,1,23,5,0.0,0.27178976451312364
ATM Withdrawal,89816.75,Tablet,Mumbai,Clothing,Visa,198.0,Biometric,0.8211,0,11,10,8,4,0.2222222222222222,1.1102981525516737
Bank Transfer,97126.44,Mobile,Sydney,Electronics,Mastercard,102.0,OTP,0.4403,0,10,20,1,4,0.125,1.0437810342739495
POS,64343.63,Tablet,London,Clothing,Amex,83.0,PIN,0.5718,0,6,16,2,4,0.5,0.04675149952351589
ATM Withdrawal,4679.82,Laptop,Mumbai,Electronics,Discover,176.0,Biometric,0.4375,0,2,8,12,2,0.25,0.5770684586308275
Bank Transfer,70789.99,Laptop,Tokyo,Clothing,Amex,135.0,OTP,0.2606,0,5,25,7,3,0.0,0.3900129896083133
ATM Withdrawal,20900.46,Tablet,New York,Groceries,Discover,9.0,PIN,0.8331,0,6,7,10,2,1.0,0.023576985024502246
Bank Transfer,74360.57,Laptop,Tokyo,Travel,Mastercard,94.0,Password,0.7459,0,1,13,10,4,0.5714285714285714,1.263016330451489
Bank Transfer,37636.4,Mobile,New York,Groceries,Visa,82.0,Biometric,0.3516,0,12,20,13,2,4.0,0.2491463603911221
Bank Transfer,45456.96,Tablet,Mumbai,Electronics,Discover,18.0,Biometric,0.7402,0,7,24,16,0,0.18181818181818182,0.3414133114215283
POS,13389.53,Tablet,Sydney,Groceries,Amex,145.0,Password,0.5032,0,5,23,7,1,0.1111111111111111,0.13276297162553086
POS,8803.28,Mobile,Sydney,Clothing,Amex,141.0,Biometric,0.7171,0,11,13,23,0,0.75,0.21335458822924433
POS,83097.9,Mobile,Sydney,Electronics,Amex,10.0,Biometric,0.8546,0,11,7,3,1,0.0,0.02023598071555443
POS,47435.33,Tablet,Sydney,Clothing,Amex,35.0,OTP,0.3084,0,1,6,0,4,0.5,0.07183716908341094
Bank Transfer,82297.69,Laptop,Mumbai,Groceries,Mastercard,122.0,Biometric,0.4519,0,10,9,14,0,0.3333333333333333,0.41279428924428585
Online,8655.92,Tablet,Sydney,Clothing,Discover,189.0,Biometric,0.3921,0,2,17,6,4,0.1111111111111111,1.0864423180303193
Online,2073.86,Mobile,Mumbai,Restaurants,Visa,140.0,Password,0.7605,0,5,17,2,2,0.0,0.24014414414414414
POS,99652.2,Laptop,New York,Groceries,Visa,220.0,OTP,0.5082,0,5,1,9,0,0.2857142857142857,0.13283518037008052
Bank Transfer,2020.85,Tablet,Sydney,Travel,Visa,121.0,OTP,0.974,0,5,12,9,4,0.42857142857142855,1.3936053593179052
ATM Withdrawal,69220.48,Laptop,Sydney,Restaurants,Mastercard,163.0,Password,0.2752,1,4,30,4,6,0.2222222222222222,0.8510362694300518
Bank Transfer,84775.48,Tablet,Sydney,Travel,Amex,150.0,Biometric,0.0291,1,10,21,15,5,0.0,0.6621457536255125
Online,79234.85,Tablet,Mumbai,Travel,Mastercard,135.0,OTP,0.3585,0,9,8,10,4,0.2857142857142857,0.9564727954971858
POS,36602.4,Tablet,New York,Travel,Mastercard,232.0,PIN,0.038,0,5,3,8,2,2.0,0.11447764327198937
POS,52201.79,Tablet,Sydney,Clothing,Discover,138.0,OTP,0.4464,1,6,11,5,6,0.6666666666666666,0.10453435786609037
ATM Withdrawal,55656.97,Mobile,unknown,Electronics,Mastercard,131.0,Biometric,0.0705,0,3,10,2,4,0.2857142857142857,0.05706795724944545
Bank Transfer,54122.24,Mobile,Sydney,Clothing,Amex,152.0,OTP,0.2924,1,6,24,15,5,0.0,0.2697041255729963
ATM Withdrawal,15727.46,Laptop,New York,Groceries,Discover,129.0,PIN,0.5796,0,2,10,22,4,0.0,0.3388144113950566
ATM Withdrawal,7499.37,Mobile,Mumbai,Restaurants,Discover,71.0,Password,0.3056,1,5,13,4,5,1.3333333333333333,0.3160770190910765
POS,53302.15,Mobile,New York,Clothing,Visa,170.0,OTP,0.8407,0,8,11,11,5,0.4,0.623900293255132
ATM Withdrawal,44320.92,Mobile,unknown,Travel,Amex,208.0,OTP,0.7562,1,12,9,3,5,1.0,0.13587252733160207
POS,37799.0,Tablet,New York,Groceries,Visa,176.0,Password,0.3162,0,5,26,16,4,0.36363636363636365,0.13377132950086687
ATM Withdrawal,33534.81,Tablet,Sydney,Groceries,Mastercard,154.0,Biometric,0.2996,0,6,23,1,4,0.18181818181818182,1.3270103862180485
Online,77451.38,Laptop,Mumbai,Restaurants,Amex,88.0,Biometric,0.5206,0,10,27,12,4,0.09090909090909091,0.4169718971832355
POS,86833.73,Mobile,New York,Clothing,Discover,198.0,Biometric,0.6056,1,12,2,10,5,0.0,0.410580059566019
POS,73792.36,Mobile,London,Clothing,Mastercard,18.0,Biometric,0.387,0,6,12,16,0,0.3333333333333333,0.9125216530561743
Bank Transfer,18178.88,Mobile,London,Clothing,Amex,80.0,PIN,0.6473,0,5,8,15,0,0.23076923076923078,0.08589939838382399
ATM Withdrawal,15632.66,Tablet,London,Clothing,Visa,36.0,PIN,0.8639,0,11,6,22,0,0.14285714285714285,0.275659121171771
POS,16812.58,Mobile,London,Restaurants,Discover,133.0,OTP,0.0057,1,4,2,10,6,0.25,0.12056105977958366
Bank Transfer,52726.28,Mobile,Tokyo,Electronics,Discover,227.0,Biometric,0.5151,0,11,9,11,3,0.0,6.863905325443787
POS,7896.8,Mobile,New York,Travel,Amex,154.0,PIN,0.5676,0,9,19,2,1,1.0,0.5864360919945886
ATM Withdrawal,15145.88,Laptop,Mumbai,Electronics,Mastercard,22.0,OTP,0.4136,0,1,20,0,4,0.25,0.20953090625221774
ATM Withdrawal,43691.84,Laptop,New York,Restaurants,Discover,195.0,PIN,0.5535,0,12,27,9,2,0.15384615384615385,0.4874538435716684
Online,69636.65,Tablet,Mumbai,Restaurants,Mastercard,83.0,PIN,0.137,0,2,23,4,3,0.3333333333333333,0.3623640990053204
Bank Transfer,27980.19,Tablet,New York,Travel,Mastercard,115.0,Password,0.9427,1,8,20,20,6,0.6666666666666666,0.6048727999385135
Online,81081.41,Tablet,London,Clothing,Mastercard,182.0,Biometric,0.0982,0,10,20,16,4,0.42857142857142855,0.5707683419988446
POS,23396.2,Tablet,New York,Restaurants,Amex,212.0,Password,0.6804,0,3,6,4,0,0.6666666666666666,0.23333477154075158
Bank Transfer,16901.11,Laptop,London,Travel,Amex,147.0,OTP,0.8615,0,2,13,18,0,0.1111111111111111,0.2488875342883267
ATM Withdrawal,70585.62,Tablet,New York,Electronics,Amex,7.0,PIN,0.04,1,4,22,0,5,1.5,0.6602671118530885
ATM Withdrawal,6904.19,Mobile,New York,Groceries,Visa,208.0,Biometric,0.9988,0,10,3,17,1,0.07142857142857142,0.018936676900123375
ATM Withdrawal,67491.98,Mobile,New York,Restaurants,Amex,201.0,OTP,0.9922,1,11,11,14,5,3.0,0.7948839263184455
Bank Transfer,67423.04,Tablet,Sydney,Clothing,Visa,122.0,Password,0.3505,0,11,3,7,4,0.6666666666666666,0.48546746856205575
ATM Withdrawal,96712.61,Mobile,New York,Restaurants,Mastercard,215.0,Biometric,0.4758,0,3,15,17,2,0.0,0.595655120750544
Bank Transfer,87818.22,Laptop,New York,Travel,Amex,220.0,OTP,0.8985,0,8,1,15,1,1.0,0.7633406880771431
Bank Transfer,2831.8,Mobile,Mumbai,Groceries,Amex,76.0,Biometric,0.0557,0,2,2,6,3,0.2727272727272727,0.40588583843571
Online,50520.48,Tablet,Tokyo,Restaurants,Mastercard,213.0,OTP,0.6209,0,7,20,10,3,0.5,0.014211136890951277
Bank Transfer,25541.89,Mobile,Sydney,Groceries,Visa,147.0,Password,0.7327,0,12,1,6,4,3.0,0.0340959439320095
ATM Withdrawal,74909.91,Mobile,London,Restaurants,Discover,44.0,OTP,0.7074,0,8,11,11,5,1.0,0.08294223056574794
Bank Transfer,48912.32,Mobile,Mumbai,Groceries,Mastercard,93.0,OTP,0.2595,0,9,13,12,2,0.15384615384615385,0.12837907024370265
ATM Withdrawal,53431.79,Tablet,London,Groceries,Mastercard,124.0,PIN,0.003,0,8,16,14,2,0.5,0.17855039588195518
Online,23472.85,Tablet,London,Groceries,Visa,73.0,Password,0.3832,0,8,29,23,1,0.0,0.13615304139889403
Online,40417.4,Mobile,Sydney,Travel,Visa,36.0,PIN,0.6065,0,6,7,3,2,4.0,0.15635394541738468
Online,22610.21,Laptop,Tokyo,Travel,Amex,80.0,Biometric,0.5036,0,5,4,18,3,0.2857142857142857,0.029502445247714223
Online,36646.41,Mobile,Sydney,Clothing,Amex,191.0,PIN,0.5494,0,11,30,19,3,2.0,0.5382779748468235
Bank Transfer,28728.44,Mobile,Sydney,Clothing,Visa,215.0,Biometric,0.4579,0,1,27,3,4,0.0,0.30182794767391496
POS,31776.91,Laptop,Mumbai,Groceries,Mastercard,157.0,OTP,0.9746,0,2,1,8,2,0.2,0.18691237307258368
ATM Withdrawal,47331.01,Laptop,Sydney,Electronics,Mastercard,217.0,OTP,0.2597,0,4,28,5,4,1.0,0.5852326238462987
ATM Withdrawal,42705.15,Mobile,London,Electronics,Discover,156.0,Biometric,0.101,0,5,4,0,3,0.0,4.241264559068219
POS,83510.93,Tablet,Mumbai,Clothing,Mastercard,141.0,Password,0.8884,1,10,29,2,6,1.0,0.6032264651827649
ATM Withdrawal,58289.25,Mobile,New York,Groceries,Amex,147.0,PIN,0.3541,0,2,22,17,2,0.36363636363636365,0.25824760553387727
ATM Withdrawal,33320.35,Laptop,New York,Groceries,Discover,113.0,PIN,0.3911,0,10,27,9,4,0.2,0.021901491318652287
Online,51187.19,Laptop,Sydney,Groceries,Discover,122.0,Password,0.9482,0,1,11,1,2,0.16666666666666666,0.9318035016148224
Bank Transfer,47399.53,Tablet,Mumbai,Clothing,Discover,92.0,PIN,0.4617,1,1,21,14,5,0.3076923076923077,0.03323887569885885
Online,96538.22,Tablet,London,Restaurants,Amex,165.0,Password,0.0617,0,4,12,5,2,0.0,0.13192994522364962
POS,31282.71,Mobile,Mumbai,Travel,Visa,60.0,OTP,0.2902,1,11,19,4,6,0.4,0.7854893016183339
Bank Transfer,11903.49,Laptop,Mumbai,Travel,Discover,214.0,OTP,0.4244,1,6,17,17,5,0.0,0.008734066230525393
Online,98518.31,Tablet,Sydney,Travel,Mastercard,101.0,Password,0.5797,0,5,25,23,3,0.3333333333333333,2.2082441113490363
POS,63628.84,Tablet,Tokyo,Restaurants,Visa,111.0,Password,0.081,0,6,28,11,2,0.23076923076923078,0.07254814151365875
Online,36881.31,Tablet,New York,Electronics,Mastercard,106.0,Password,0.6936,0,11,9,15,3,0.42857142857142855,0.1573473197617566
ATM Withdrawal,96931.82,Mobile,Mumbai,Groceries,Visa,20.0,PIN,0.5644,0,9,13,17,2,0.16666666666666666,0.2050318611294221
ATM Withdrawal,72391.64,Tablet,Sydney,Restaurants,Amex,199.0,OTP,0.986,0,3,24,12,4,0.5714285714285714,0.1940048316324015
Bank Transfer,46377.46,Tablet,Tokyo,Restaurants,Mastercard,56.0,PIN,0.6541,1,5,20,15,5,2.0,3.1125708397733125
POS,13773.16,Tablet,Sydney,Electronics,Amex,12.0,PIN,0.0174,0,5,11,0,3,0.07142857142857142,0.07987722712980984
POS,51749.91,Tablet,Sydney,Clothing,Discover,12.0,OTP,0.4716,1,10,29,19,6,0.4444444444444444,0.3177541806441849
ATM Withdrawal,9103.47,Tablet,London,Restaurants,Amex,140.0,Password,0.9649,0,9,28,3,3,0.4,0.1166965140977052
ATM Withdrawal,79014.68,Mobile,London,Clothing,Visa,218.0,OTP,0.7571,1,6,10,23,5,0.16666666666666666,0.4316840386788899
Bank Transfer,45278.6,Tablet,Tokyo,Groceries,Visa,221.0,PIN,0.9431,0,1,25,10,2,0.0,0.6578089338115422
POS,70799.07,Mobile,Sydney,Electronics,Mastercard,154.0,PIN,0.6682,0,7,14,15,4,0.0,0.007237830963117123
Online,87090.94,Laptop,unknown,Restaurants,Amex,226.0,Biometric,0.379,1,8,19,20,5,0.0,1.069633730834753
ATM Withdrawal,23361.26,Tablet,London,Restaurants,Visa,199.0,Password,0.5816,0,11,24,1,4,0.1111111111111111,0.08866682528352764
Online,76465.58,Laptop,New York,Groceries,Discover,127.0,PIN,0.6244,1,9,3,19,6,1.3333333333333333,0.5627430910951893
Online,60746.21,Laptop,Tokyo,Clothing,Amex,117.0,Biometric,0.6554,0,12,5,13,1,0.25,0.04132973944294699
ATM Withdrawal,95191.14,Tablet,London,Groceries,Amex,4.0,PIN,0.3038,0,5,9,10,1,0.07142857142857142,0.03627185192109937
POS,53944.11,Tablet,Mumbai,Groceries,Mastercard,98.0,PIN,0.0543,0,8,30,23,2,1.0,3.6480446927374306
POS,29255.53,Laptop,London,Groceries,Mastercard,239.0,OTP,0.3855,0,3,21,19,1,0.1,5.385427666314677
POS,99429.1,Mobile,Tokyo,Travel,Amex,60.0,Biometric,0.2374,0,9,20,13,2,0.0,1.6425309849967384
Bank Transfer,69281.55,Mobile,Tokyo,Groceries,Mastercard,45.0,OTP,0.7611,1,9,9,8,5,2.0,0.41647885109282456
ATM Withdrawal,38368.62,Mobile,Mumbai,Travel,Discover,235.0,OTP,0.7283,1,4,9,3,6,0.6,0.00546840822448597
Online,49543.76,Tablet,Mumbai,Groceries,Discover,85.0,OTP,0.1692,1,7,2,11,6,0.2,0.35319202307788783
ATM Withdrawal,96572.36,Laptop,Tokyo,Restaurants,Amex,183.0,Biometric,0.029,1,10,21,15,5,0.0,0.006571612978935634
ATM Withdrawal,55586.18,Tablet,unknown,Travel,Visa,166.0,PIN,0.23,0,5,9,4,1,0.2,0.005359283548409844
POS,57028.93,Tablet,Tokyo,Electronics,Visa,21.0,Biometric,0.5631,1,5,6,18,5,0.3333333333333333,0.32501348780418543
ATM Withdrawal,93795.07,Tablet,Sydney,Groceries,Amex,184.0,Biometric,0.4197,0,9,7,9,3,0.5714285714285714,0.34370882258206203
POS,34504.82,Tablet,Mumbai,Groceries,Discover,133.0,Biometric,0.142,0,11,13,23,0,0.125,0.37723865056226574
Online,9032.5,Tablet,London,Groceries,Discover,217.0,Biometric,0.5779,0,5,3,8,2,0.15384615384615385,0.5579949001803595
Bank Transfer,56243.35,Laptop,Tokyo,Travel,Discover,123.0,Biometric,0.6997,0,8,11,11,5,0.3076923076923077,0.07635484520851521
Bank Transfer,77665.35,Mobile,Mumbai,Electronics,Mastercard,32.0,PIN,0.7609,0,1,10,6,1,0.6,0.18883376874981653
POS,59061.29,Mobile,London,Clothing,Amex,65.0,OTP,0.7082,0,2,16,23,3,2.0,0.2634702112508901
POS,76953.26,Mobile,Mumbai,Restaurants,Discover,194.0,Password,0.0434,1,9,17,10,6,0.0,0.014076269203774468
Online,9405.67,Mobile,New York,Clothing,Mastercard,46.0,Biometric,0.003,0,7,17,18,0,0.0,0.08236473976548035
ATM Withdrawal,99098.72,Tablet,London,Groceries,Mastercard,48.0,Password,0.4154,0,9,18,11,0,0.0,0.4995671647408634
POS,72702.0,Laptop,New York,Groceries,Amex,239.0,Password,0.1656,1,2,25,0,5,0.23076923076923078,0.3975302584232908
Bank Transfer,43481.93,Mobile,Mumbai,Travel,Mastercard,169.0,PIN,0.9231,0,11,21,22,1,0.36363636363636365,0.16442741681536685
Online,39485.8,Laptop,Sydney,Restaurants,Visa,15.0,OTP,0.3117,0,9,20,16,2,0.25,0.19993378892856298
Bank Transfer,46467.43,Tablet,London,Restaurants,Amex,93.0,Password,0.1453,0,10,17,4,1,0.08333333333333333,0.9533847265719105
POS,55200.68,Tablet,Mumbai,Travel,Amex,65.0,Password,0.9324,0,10,6,3,4,0.3333333333333333,0.3194534639062784
Online,96729.2,Tablet,New York,Clothing,Amex,136.0,PIN,0.1137,0,11,1,22,2,0.1,0.0005585392051557465
Bank Transfer,13232.17,Laptop,London,Groceries,Mastercard,153.0,PIN,0.1119,0,8,25,18,4,0.2,0.34320923440094425
POS,37121.81,Laptop,Sydney,Groceries,Visa,196.0,Biometric,0.4729,1,3,26,0,6,0.3333333333333333,0.9501385041551247
POS,5275.0,Tablet,New York,Groceries,Visa,125.0,PIN,0.0056,0,4,20,9,3,0.1111111111111111,0.12560660179825103
ATM Withdrawal,75023.16,Mobile,London,Electronics,Amex,156.0,Biometric,0.5319,0,5,17,12,2,0.0,0.3745610817043132
ATM Withdrawal,65724.14,Tablet,Tokyo,Electronics,Amex,186.0,Password,0.015,1,12,16,22,5,0.42857142857142855,0.08196326614844877
POS,82619.2,Tablet,London,Clothing,Discover,166.0,OTP,0.5826,0,7,20,3,3,0.36363636363636365,0.16059454626732228
Bank Transfer,50651.39,Mobile,New York,Restaurants,Amex,68.0,PIN,0.0527,0,1,18,20,2,0.09090909090909091,0.4469690788936934
Bank Transfer,89008.92,Tablet,London,Groceries,Amex,65.0,Password,0.1397,0,1,3,1,1,0.0,0.4454927699723106
Bank Transfer,4367.11,Mobile,Mumbai,Restaurants,Discover,169.0,Password,0.8358,0,8,11,11,5,0.125,1.2325320512820512
ATM Withdrawal,43439.91,Mobile,Mumbai,Restaurants,Mastercard,100.0,PIN,0.2583,0,5,12,20,4,0.25,0.8010674429888405
ATM Withdrawal,94292.66,Tablet,Mumbai,Clothing,Amex,157.0,Password,0.8082,0,6,13,18,1,0.4444444444444444,0.17384479755735693
POS,36038.22,Mobile,Mumbai,Clothing,Discover,195.0,OTP,0.2768,0,3,27,10,0,1.0,0.17330687557983712
Online,37543.66,Laptop,New York,Clothing,Visa,82.0,OTP,0.6838,0,11,2,22,3,0.1,0.21911148365465216
ATM Withdrawal,64796.59,Tablet,Sydney,Electronics,Discover,180.0,Biometric,0.5296,1,3,5,8,6,0.375,0.004630222336021849
